riesgo_seguro,perdidas_normalizadas,marca,tipo_combustible,aspiracion,numero_puertas,estilo_carroceria,traccion,ubicacion_motor,distancia_ejes,largo,ancho,alto,peso_vacio,tipo_motor,numero_cilindros,tamano_motor,sistema_combustible,diametro_cilindro,carrera_piston,relacion_compresion,caballos_fuerza,rpm_maximas,consumo_ciudad_mpg,consumo_autopista_mpg,precio,largo_norm,ancho_norm,alto_norm,caballos_fuerza_std,consumo_ciudad_L100km,consumo_autopista_L100km,caballos_fuerza_binned,precio_segmento,rango_precio_Bajo,rango_precio_Medio,rango_precio_Alto,tipo_diesel,tipo_nafta,carroceria_convertible,carroceria_hardtop,carroceria_hatchback,carroceria_sedan,carroceria_wagon,traccion_4wd,traccion_fwd,traccion_rwd,motor_ubicacion_front,motor_ubicacion_rear,prediccion_final
0,102.0,subaru,gas,turbo,4.0,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,4,108,mpfi,3.62,2.64,7.7,111,4800.0,24,29,11259.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,0.20331547690261095,9.791666666666666,8.10344827586207,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,11364.673062287617
0,89.0,subaru,gas,std,4.0,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,4,108,2bbl,3.62,2.64,9.0,82,4800.0,28,32,7463.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,-0.5727984162639377,8.392857142857142,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,9296.686634494105
0,89.0,subaru,gas,std,4.0,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,4,108,mpfi,3.62,2.64,9.0,94,5200.0,25,31,10198.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,-0.2516478397812279,9.4,7.580645161290323,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,10650.40021191644
0,85.0,subaru,gas,std,4.0,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,4,108,2bbl,3.62,2.64,9.0,82,4800.0,23,29,8013.0,0.8342143200384431,0.9083333333333334,0.9180602006688964,-0.5727984162639377,10.217391304347826,8.10344827586207,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,10807.842422182297
0,85.0,subaru,gas,turbo,4.0,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,4,108,mpfi,3.62,2.64,7.7,111,4800.0,23,23,11694.0,0.8342143200384431,0.9083333333333334,0.9180602006688964,0.20331547690261095,10.217391304347826,10.217391304347826,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,12078.831402601969
1,87.0,toyota,gas,std,2.0,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800.0,35,39,5348.0,0.762614127823162,0.8833333333333333,0.911371237458194,-1.1080493770684539,6.714285714285714,6.0256410256410255,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,5470.283050256268
1,87.0,toyota,gas,std,2.0,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6338.0,0.762614127823162,0.8833333333333333,0.911371237458194,-1.1080493770684539,7.580645161290323,6.184210526315789,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,6165.6536571617435
1,74.0,toyota,gas,std,4.0,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6488.0,0.762614127823162,0.8833333333333333,0.911371237458194,-1.1080493770684539,7.580645161290323,6.184210526315789,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,6083.2322309032825
0,77.0,toyota,gas,std,4.0,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800.0,31,37,6918.0,0.8154733301297453,0.8833333333333333,0.988294314381271,-1.1080493770684539,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,6956.8993492429545
0,81.0,toyota,gas,std,4.0,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,7898.0,0.8154733301297453,0.8833333333333333,0.988294314381271,-1.1080493770684539,8.703703703703704,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,7656.220564923748
0,91.0,toyota,gas,std,4.0,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,8778.0,0.8154733301297453,0.8833333333333333,0.988294314381271,-1.1080493770684539,8.703703703703704,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,10359.643346201225
0,91.0,toyota,gas,std,4.0,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,6938.0,0.7991350312349833,0.8944444444444445,0.8862876254180603,-0.8939489927466474,7.833333333333333,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,7143.932611937726
0,91.0,toyota,gas,std,4.0,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,7198.0,0.7991350312349833,0.8944444444444445,0.882943143812709,-0.8939489927466474,7.833333333333333,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,7236.244609347199
0,91.0,toyota,diesel,std,4.0,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,4,110,idi,3.27,3.35,22.5,56,4500.0,34,36,7898.0,0.7991350312349833,0.8944444444444445,0.8862876254180603,-1.2686246653098088,6.911764705882353,6.527777777777778,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,8092.687101495798
0,91.0,toyota,diesel,std,4.0,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,4,110,idi,3.27,3.35,22.5,56,4500.0,38,47,7788.0,0.7991350312349833,0.8944444444444445,0.882943143812709,-1.2686246653098088,6.184210526315789,5.0,Bajo,Bajo,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,7661.001990030247
0,91.0,toyota,gas,std,4.0,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800.0,38,47,7738.0,0.7991350312349833,0.8944444444444445,0.8862876254180603,-0.8939489927466474,6.184210526315789,5.0,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,6208.305500936873
0,91.0,toyota,gas,std,4.0,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,8358.0,0.7991350312349833,0.8944444444444445,0.882943143812709,-0.8939489927466474,8.392857142857142,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,7611.090158152485
0,91.0,toyota,gas,std,4.0,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,9258.0,0.7991350312349833,0.8944444444444445,0.882943143812709,-0.8939489927466474,8.392857142857142,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,7670.433585058578
1,168.0,toyota,gas,std,2.0,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8058.0,0.810667948101874,0.8888888888888888,0.8795986622073579,-0.8939489927466474,8.10344827586207,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,7594.32533237138
1,168.0,toyota,gas,std,2.0,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8238.0,0.810667948101874,0.8888888888888888,0.8795986622073579,-0.8939489927466474,8.10344827586207,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,7709.7153291332215
1,168.0,toyota,gas,std,2.0,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,4,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9298.0,0.810667948101874,0.8888888888888888,0.8795986622073579,0.23007802494283675,9.038461538461538,8.10344827586207,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,9208.150164728278
1,168.0,toyota,gas,std,2.0,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,4,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9538.0,0.810667948101874,0.8888888888888888,0.8795986622073579,0.23007802494283675,9.038461538461538,8.10344827586207,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,9323.540161490124
2,134.0,toyota,gas,std,2.0,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,8449.0,0.8467083133109082,0.911111111111111,0.8695652173913044,0.33712821710374,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,15046.335240581324
2,134.0,toyota,gas,std,2.0,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9639.0,0.8467083133109082,0.911111111111111,0.8695652173913044,0.33712821710374,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,15033.147812379972
2,134.0,toyota,gas,std,2.0,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9989.0,0.8467083133109082,0.911111111111111,0.8695652173913044,0.33712821710374,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,15082.600668135048
2,134.0,toyota,gas,std,2.0,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11199.0,0.8467083133109082,0.911111111111111,0.8695652173913044,0.33712821710374,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,15504.598370578362
2,134.0,toyota,gas,std,2.0,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11549.0,0.8467083133109082,0.911111111111111,0.8695652173913044,0.33712821710374,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,15619.988367340204
2,134.0,toyota,gas,std,2.0,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,17669.0,0.8467083133109082,0.911111111111111,0.8862876254180603,0.33712821710374,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,16480.468057478523
-1,65.0,toyota,gas,std,4.0,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200.0,29,34,8948.0,0.8438250840941854,0.9236111111111112,0.9180602006688964,-0.30517293586167954,8.10344827586207,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,10707.848578759185
-1,65.0,toyota,diesel,turbo,4.0,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,4,110,idi,3.27,3.35,22.5,73,4500.0,30,33,10698.0,0.8438250840941854,0.9236111111111112,0.9180602006688964,-0.81366134862597,7.833333333333333,7.121212121212121,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,9615.899165601808
-1,65.0,toyota,gas,std,4.0,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,9988.0,0.8438250840941854,0.9236111111111112,0.9013377926421405,-0.30517293586167954,8.703703703703704,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,11354.125999197578
-1,65.0,toyota,gas,std,4.0,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,10898.0,0.8438250840941854,0.9236111111111112,0.9180602006688964,-0.30517293586167954,8.703703703703704,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,11354.125999197578
-1,65.0,toyota,gas,std,4.0,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,11248.0,0.8438250840941854,0.9236111111111112,0.9013377926421405,-0.30517293586167954,8.703703703703704,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,11499.187709412468
3,197.0,toyota,gas,std,2.0,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,6,171,mpfi,3.27,3.35,9.3,161,5200.0,20,24,16558.0,0.8817876021143681,0.9402777777777778,0.8695652173913044,1.5414428789139016,11.75,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,20740.224358325027
3,197.0,toyota,gas,std,2.0,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,6,171,mpfi,3.27,3.35,9.3,161,5200.0,19,24,15998.0,0.8817876021143681,0.9402777777777778,0.8695652173913044,1.5414428789139016,12.368421052631579,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,21239.030985084286
-1,90.0,toyota,gas,std,4.0,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,6,171,mpfi,3.27,3.35,9.2,156,5200.0,20,24,15690.0,0.9024507448342144,0.9236111111111112,0.9046822742474917,1.4076301387127725,11.75,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,21162.838604775436
-1,122.0,toyota,gas,std,4.0,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,6,161,mpfi,3.27,3.35,9.2,156,5200.0,19,24,15750.0,0.9024507448342144,0.9236111111111112,0.9046822742474917,1.4076301387127725,12.368421052631579,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,20676.140229888053
2,122.0,volkswagen,diesel,std,2.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,4,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7775.0,0.8250840941854877,0.9097222222222222,0.931438127090301,-1.375674857470712,6.351351351351352,5.108695652173913,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,6447.859799397374
2,122.0,volkswagen,gas,std,2.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,7975.0,0.8250840941854877,0.9097222222222222,0.931438127090301,-0.4925107721432602,8.703703703703704,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,9359.074050153515
2,94.0,volkswagen,diesel,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,4,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7995.0,0.8250840941854877,0.9097222222222222,0.931438127090301,-1.375674857470712,6.351351351351352,5.108695652173913,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,6457.7503705483905
2,94.0,volkswagen,gas,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8195.0,0.8250840941854877,0.9097222222222222,0.931438127090301,-0.4925107721432602,8.703703703703704,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,9368.964621304527
2,94.0,volkswagen,gas,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8495.0,0.8250840941854877,0.9097222222222222,0.931438127090301,-0.4925107721432602,8.703703703703704,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,9576.666615475846
2,94.0,volkswagen,diesel,turbo,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,4,97,idi,3.01,3.4,23.0,68,4500.0,37,42,9495.0,0.8250840941854877,0.9097222222222222,0.931438127090301,-0.947474088827099,6.351351351351352,5.595238095238095,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,6921.9530166435325
2,94.0,volkswagen,gas,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,4,109,mpfi,3.19,3.4,10.0,100,5500.0,26,32,9995.0,0.8250840941854877,0.9097222222222222,0.931438127090301,-0.09107255153987302,9.038461538461538,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,10122.908176949084
3,122.0,volkswagen,gas,std,2.0,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,4,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,11595.0,0.7654973570398848,0.8916666666666667,0.9297658862876255,-0.3586980319421312,9.791666666666666,8.10344827586207,Bajo,Bajo,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,10241.360338786399
3,256.0,volkswagen,gas,std,2.0,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,4,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,9980.0,0.7962518020182604,0.8888888888888888,0.8595317725752508,-0.3586980319421312,9.791666666666666,8.10344827586207,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,10132.564056125233
0,122.0,volkswagen,gas,std,4.0,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,5,136,mpfi,3.19,3.4,8.5,110,5500.0,19,24,13295.0,0.865929841422393,0.9291666666666667,0.9214046822742475,0.17655292886238513,12.368421052631579,9.791666666666666,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,15948.493537183778
0,122.0,volkswagen,diesel,turbo,4.0,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,4,97,idi,3.01,3.4,23.0,68,4500.0,33,38,13845.0,0.865929841422393,0.9291666666666667,0.9214046822742475,-0.947474088827099,7.121212121212121,6.184210526315789,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,8235.923043845756
0,122.0,volkswagen,gas,std,4.0,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,4,109,mpfi,3.19,3.4,9.0,88,5500.0,25,31,12290.0,0.8798654493032196,0.9291666666666667,0.9214046822742475,-0.41222312802258276,9.4,7.580645161290323,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,10992.339243794526
-2,103.0,volvo,gas,std,4.0,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,12940.0,0.9072561268620856,0.9333333333333333,0.939799331103679,0.2836031210232884,10.217391304347826,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,16030.221047713432
-1,74.0,volvo,gas,std,4.0,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,13415.0,0.9072561268620856,0.9333333333333333,0.9615384615384616,0.2836031210232884,10.217391304347826,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,16432.437607854717
-2,103.0,volvo,gas,std,4.0,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,15985.0,0.9072561268620856,0.9333333333333333,0.939799331103679,0.2836031210232884,9.791666666666666,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,15853.450406604232
-1,74.0,volvo,gas,std,4.0,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,16515.0,0.9072561268620856,0.9333333333333333,0.9615384615384616,0.2836031210232884,9.791666666666666,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,16206.214110990437
-2,103.0,volvo,gas,turbo,4.0,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,4,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18420.0,0.9072561268620856,0.9333333333333333,0.939799331103679,1.5682054269541275,13.823529411764707,10.681818181818182,Medio,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,18445.46155312213
-1,74.0,volvo,gas,turbo,4.0,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,4,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18950.0,0.9072561268620856,0.9333333333333333,0.9615384615384616,1.5682054269541275,13.823529411764707,10.681818181818182,Medio,Medio,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,18814.709542760032
-1,95.0,volvo,gas,std,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,16845.0,0.9072561268620856,0.9569444444444445,0.9280936454849499,0.2836031210232884,10.217391304347826,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,16162.09532972697
-1,95.0,volvo,gas,turbo,4.0,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,4,141,mpfi,3.78,3.15,8.7,160,5300.0,19,25,19045.0,0.9072561268620856,0.9555555555555555,0.9280936454849499,1.5146803308736758,12.368421052631579,9.4,Medio,Medio,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,18571.443966555427
-1,95.0,volvo,gas,std,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,6,173,mpfi,3.58,2.87,8.8,134,5500.0,18,23,21485.0,0.9072561268620856,0.9569444444444445,0.9280936454849499,0.8188540818278046,13.055555555555555,10.217391304347826,Medio,Medio,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,21340.1073139829
-1,95.0,volvo,diesel,turbo,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,6,145,idi,3.01,3.4,23.0,106,4800.0,26,27,22470.0,0.9072561268620856,0.9569444444444445,0.9280936454849499,0.06950273670148187,9.038461538461538,8.703703703703704,Bajo,Medio,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,16562.648706035376
-1,95.0,volvo,gas,turbo,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400.0,19,25,22625.0,0.9072561268620856,0.9569444444444445,0.9280936454849499,0.2836031210232884,12.368421052631579,9.4,Bajo,Medio,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,17801.036021771037
